Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
"Vivanta Vijayawada, MG Road",4.3,Vijayawada,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6600
Hotel Manorama,4.0,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,3299
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,Vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1901
Hotel SK Riverfront,4.2,Vijayawada,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1533
Treebo Trend Arka Vijayawada,4.5,Vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,Business center,0,2044
Hotel Park N,3.9,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2776
Ibis Coimbatore City Centre,4.4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3472
Hash Six Hotels,4.2,Coimbatore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3213
Hotel Grand Palace,4.0,Coimbatore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Restaurant,Room service,Airport shuttle,Full-service laundry,1310
Holiday Residency,4.4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2874
IVY Residency,4.4,Coimbatore,Free Wi-Fi,Free parking,Air conditioning,0,0,0,0,0,0,1316
"Crystal Lake Suites, Coimbatore",4.7,Coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,1806
Sugam Hotel Pvt Ltd,3.2,Coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Room service,Full-service laundry,Kid-friendly,0,0,0,650
Hotel Lovely Nest,4.0,Coimbatore,Breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,894
HOTEL RAAMUS,3.6,Coimbatore,1-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,968
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1568
Hotel Vintage Castle,4.4,Coimbatore,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,0,1592
Hotel Kooloth Lake View Residency,3.5,Coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,881
iStay - Hotels in Coimbatore,4.3,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2502
Ibis Coimbatore City Centre,4.4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3437
Hotel Chanma International,3.4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1082
Chetinaad Courtyard,4.1,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2500
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,Coimbatore,5-star hotel,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5695
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",4.1,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2177
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",3.2,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,1411
Plaza Inn,4.0,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1646
IKON by Annapoorna,4.5,Coimbatore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4278
Itsy By Treebo - Corner stay,3.8,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,2453
Hotel The Grand Palace,4.1,Ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,2132
The Roseman Hotel & Suites,4.3,Ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2727
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),3.1,Ghaziabad,Sleeps 3,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2335
Mahagun Sarovar Portico Suites,4.1,Ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5040
Swiss Hotel,3.7,Ghaziabad,3-star hotel,Free breakfast,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1519
The Roseman Hotel & Suites,4.3,Ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2426
Hotel Royal Park,3.6,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2258
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,Ghaziabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8439
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",2.6,Ghaziabad,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,2237
Green Palms Hotel,4.1,Ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4023
Hotel Krishna Sagar NH 24,3.7,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2170
Golden Tulip Vasundhara,4.1,Ghaziabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7370
Kinsfolk,4.0,Ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,1275
Rosellia Banquets & Suites,4.5,Ghaziabad,0,0,0,0,0,0,0,0,0,1904
Hotel frank Inn,3.6,Ghaziabad,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,651
Hotel Royal Residency,3.6,Ghaziabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1600
Clarks Inn Kaushambi,3.2,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1791
Ace Manor (L'ELEGANT Hotel & Banquet),3.8,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1906
Hotel The Grand Palace,4.1,Ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,2131
Hotel Krishna Sagar,4.0,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3819
Bharat Guest House by Golden Plate,4.2,Ghaziabad,0,0,0,0,0,0,0,0,0,2464
Itsy by Treebo - Royal Galaxy,4.0,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Pet-friendly,Room service,Kitchen,Full-service laundry,0,1342
Hotel Ravisha Continental,4.0,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,3486
Hotel Triveni Darshan,4.1,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1429
The Prayaraj House,3.0,Allahabad,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,1216
Hotel Prayag,3.5,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1680
Grand Continental Hotel,4.1,Allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4309
"Hotel Kanha Shyam, Prayagraj",4.1,Allahabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4375
WelcomHeritage Badi Kothi,4.3,Allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,6738
Hotel Hira Inn,4.8,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,3226
Luxmi Hotel,2.9,Allahabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,646
Hotel Milan (A Boutique Hotel),3.6,Allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1572
Hotel Haidri Inn,3.4,Allahabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,569
Orchard One Hotel,3.9,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3040
City Hotel,3.1,Allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,816
Hotel Fortune Suites,4.9,Allahabad,0,0,0,0,0,0,0,0,0,1736
Hotel Prayag Inn,3.9,Allahabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2470
Advantage Inn,4.6,Allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Room service,Full-service laundry,Smoke-free,0,0,2423
Landmark Inn,4.3,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,2622
"Millennium Inn, Prayagraj",4.2,Allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631
Stay Inn Hotel,3.7,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1535
Hotel Hira Inn,4.8,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,4212
City Hotel,3.1,Allahabad,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,817
Treebo Trend Grand Town House,4.2,Faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1578
Hotel Sewa Grand,3.6,Faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2963
Vibe By The LaLiT Traveller,4.0,Faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2763
Goldfinch Hotel Delhi NCR,3.9,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3829
Vivanta Surajkund,4.5,Faridabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6946
"Radisson Blu Hotel, Faridabad",4.6,Faridabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6437
Hotel Delite,3.9,Faridabad,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2940
Park Plaza Faridabad,4.1,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7252
Lavit Hotel,4.2,Faridabad,0,0,0,0,0,0,0,0,0,2329
Sarovar Portico Surajkund,3.9,Faridabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4021
Ceremony Hotel and Banquets,4.1,Faridabad,0,0,0,0,0,0,0,0,0,1282
Ginger Faridabad,3.6,Faridabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3023
Hotel Bay Laurel Retreat,4.3,Faridabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0,3724
SKY MANSION,4.3,Faridabad,Free Wi-Fi,0,0,0,0,0,0,0,0,3344
Hotel View - A Boutique Hotel,4.2,Faridabad,0,0,0,0,0,0,0,0,0,1337
Hotel Saffron Kiran,3.9,Faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3004
Vibe By The LaLiT Traveller,4.0,Faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3890
Goldfinch Hotel Delhi NCR,3.9,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039
Canary Inn,3.9,Hazaribagh,0,0,0,0,0,0,0,0,0,3483
Hotel Nikunj,4.0,Hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,2722
Hotel Hill Side,3.8,Hazaribagh,Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,1411
Canary Inn,3.9,Hazaribagh,0,0,0,0,0,0,0,0,0,3357
Hotel Skylok,3.3,Hazaribagh,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,6771
Hotel Sri Vinayak,3.8,Hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry,4272
Hotel Aranya Vihar,4.2,Hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2563
Hotel Samrat Inn,3.6,Hazaribagh,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,3515
Hotel AK International,3.6,Hazaribagh,0,0,0,0,0,0,0,0,0,4060
Hotel Nikunj,4.0,Hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,1845
Hotel Yamuna palace,3.6,Hazaribagh,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,2079
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,Hazaribagh,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,1526
Hotel Bhandara Park,4.0,Hazaribagh,Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0,2527
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5123
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5199
Hotel Aranya Vihar,4.2,Hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2600
Hotel Om Inn,4.9,Gandhinagar,0,0,0,0,0,0,0,0,0,2240
Hotel The Grand Vinayak,4.3,Gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034
Hotel Green City,4.2,Gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1818
Infocity Club And Resort,4.2,Gandhinagar,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Kitchen,Accessible,3640
Hotel Prominent Corporate Residency,4.3,Gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4256
7 Wonders Hotel & Restaurant,4.1,Gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2190
Hotel The Grand Vinayak,4.3,Gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034
Hotel Midway Residency,3.5,Gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1454
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,Gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,7224
Skylon Hotel,4.4,Gandhinagar,Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0,1698
The Leela Gandhinagar,4.6,Gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682
Hotel Middletown,4.0,Gandhinagar,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1904
Super OYO Hotel Siddharth Inn,3.8,Gandhinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,1315
Cambay Sapphire Gandhinagar,3.4,Gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4284
Hotel Berlin - Gandhinagar,3.8,Gandhinagar,Free breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1853
Hotel tulsi palace,3.7,Gandhinagar,0,0,0,0,0,0,0,0,0,1230
Hotel President Inn,3.8,Gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,2194
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,Gandhinagar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,1916
HOTEL HILL CITY,4.4,Gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,0,0,0,2240
Hotel Om Inn,4.9,Gandhinagar,0,0,0,0,0,0,0,0,0,2240
Perfect Room in Perfect Bungalow,3.6,Gandhinagar,Sleeps 16,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3710
Rooms in a Fully Furnished Bungalow,4.1,Gandhinagar,Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600
FabHotel Prime Blue Moon,4.2,Gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3312
Hotel Siddharth inn,3.9,Gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2333
Hotel TRIDEV,4.0,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle,3808
"Hotel Surya, Kaiser Palace",4.2,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4214
Varanasi Villa,4.4,Varanasi,Sleeps 24,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2778
Hotel Four Element,4.4,Varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566
goSTOPS Varanasi,4.2,Varanasi,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry,978
Radisson Hotel Varanasi,4.2,Varanasi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7824
Pearl Courtyard,4.3,Varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6957
Hotel Yash Residency Near Assi Ghat & BHU,3.8,Varanasi,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible,1338
Royal Guest House,4.1,Varanasi,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1009
Hotel Satkar,4.8,Varanasi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,2528
"Rahi Tourist Bungalow, Varanasi",3.9,Varanasi,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1082
"Hotel Surya, Kaiser Palace",4.2,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4212
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,Varanasi,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627
Hotel Costa River,4.0,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3020
Green Villa Kashi,3.1,Varanasi,Sleeps 2,1 bedroom,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1313
BlueBells Varanasi,3.3,Varanasi,Sleeps 11,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700
Hotel Ganges Grand - Varanasi,4.0,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5914
Hotel Le Lotus Grand,4.2,Varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889
Family Guest House,4.5,Varanasi,1-star hotel,Breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,Paid parking,Bar,Restaurant,725
Leela Guest House,3.6,Varanasi,3-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,914
Villa Benares,4.2,Varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,2910
Hotel Uday Palace Varanasi,4.1,Varanasi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2922
Hotel Radiance Courtyard,4.4,Varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3941
Hotel Four Element,4.4,Varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,5278
Treebo Trend Noida Grand,4.0,Noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Business center,0,2371
Noida Suites,3.7,Noida,Sleeps 5,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2036
Radisson Noida,4.3,Noida,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3584
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,4677
Regenta Central Noida,3.8,Noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,Noida,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2081
Hotel White Castle,3.9,Noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,800
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,Noida,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196
Hyphen Business Hotels,3.8,Noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2487
Park Ascent,4.2,Noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215
Mosaic Hotel Noida,4.1,Noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946
The Taj Studios .Com,4.0,Noida,0,0,0,0,0,0,0,0,0,2535
Shacon Suites,4.6,Noida,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,2785
The G8,4.0,Noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616
Hotel Noida International,3.6,Noida,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1288
Hotel The Emporio A Corporate Suites,4.9,Noida,0,0,0,0,0,0,0,0,0,3347
Hotel Malhar Haveli,4.2,Noida,3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239
